"Hillnumber","Hillname","_Section","Classification","Metres","Feet","Gridref","Gridref10","Colgridref","Colheight","Drop","Feature","Observations","Survey","Revision","Comments","Map","Map25","Xcoord","Ycoord","Latitude","Longitude"
"4702","Carn na Beiste","14.2","Hu","518","1699","NH280648","","NH275641","381","137","","","","08/06/09 00:00:00","","20","436S","228000","864800","57.64018","-4.88312"
"4703","Meallan a'Mhuthaidh Mor","14.2","Hu","513","1683","NH312661","","NH311669","408","105","","","","08/06/09 00:00:00","","20","436S","231200","866100","57.65306","-4.83049"
"4704","Meallan Odhar","14.2","Hu","493","1617","NH208631","","NH233638","375","118","","","","08/06/09 00:00:00","","20","436S","220800","863100","57.62213","-5.00229"
"4705","Beinn nan Cabag","14.2","Hu","474","1555","NH353669","","NH342675","336","138","","","","08/06/09 00:00:00","","20","437S","235300","866900","57.66175","-4.76242"
"4706","Beinn a'Bhric","14.2","Hu","442","1450","NH344651","","NH331657","334","108","","","","08/06/09 00:00:00","","20","436S 437S","234400","865100","57.64527","-4.77625"
"4707","Meall Cruaidh","15.1","Hu","503","1650","NH202912","","NH194920","393","110","","","","08/06/09 00:00:00","","20","436N","220200","891200","57.87393","-5.03338"
"4708","Beinn Ulbhaidh","15.1","Hu","496","1627","NH435968","","NH461944","385","111","","","","28/03/10 00:00:00","","20","440S","243500","896800","57.93295","-4.64471"
"4709","Strone Nea","15.1","Hu","485","1591","NH194843","","NH203840","384","101","","","","08/06/09 00:00:00","","20","436N","219400","884300","57.81172","-5.04162"
"4710","Mullach a'Chadha Bhuidhe","15.1","Hu","443","1453","NH304952","","NH278918","305","138","","","","08/06/09 00:00:00","Alternative summit 443m at NH304947","20","436N 440S","230400","895200","57.91381","-4.8645"
"4711","An Cabagach","15.1","Hu","421","1381","NH466929","","NH460936","309","112","","","","08/06/09 00:00:00","","20","437N 440S","246600","892900","57.89904","-4.5899"
"4712","Beinn Chroisg","15.1","Hu","409","1342","NC202009","","NC192000","296","113","","","","08/06/09 00:00:00","","15","439E","220200","900900","57.96093","-5.04073"
"4713","Cnoc Bad a'Choille","15.1","Hu","340","1115","NH346992","NH 34607 99241","NH326993","233","107","trig point: OS measurement","","","08/06/09 00:00:00","","20","440S","234605","899253","57.95175","-4.79645"
"4714","Cnoc Breac","15.1","Hu","280","919","NC217114","","NC230105","166","114","","","","08/06/09 00:00:00","","15","439E","221700","911400","58.05572","-5.02336"
"4715","Meall Mor","16.6","Hu","165","541","NH102973","","NH110972","56","109","","","","20/11/09 00:00:00","","19","435N 439E","210200","897300","57.9245","-5.20658"
"4716","Cnoc Muigh-bhlaraidh","15.2","Hu","546","1791","NH637825","NH 63757 82489","NH 6295 8191","427","119","cairn","","Abney level","08/06/09 00:00:00","","21","438W","263756","882500","57.81126","-4.29571"
"4717","Meall an Tuirc","15.2","Hu","496","1627","NH552696","","NH547699","368","128","","","","08/06/09 00:00:00","","21","438W","255200","869600","57.69282","-4.43084"
"4718","Carn Beag","15.2","Hu","460","1509","NH545773","","NH534782","339","121","","","","08/06/09 00:00:00","","21","437N","254500","877300","57.7617","-4.44724"
"4719","Cnoc na Tuppat","15.2","Hu","437","1434","NH477878","","NH473873","315","122","","","","08/06/09 00:00:00","","20","437N","247700","887800","57.85365","-4.5681"
"4720","Cnoc a'Bhreacaich","15.2","Hu","339","1112","NH544624","NH 54402 62450","NH525620","217","122","trig point: OS measurement","","","28/03/10 00:00:00","","21","432 437S","254400","862461","57.6285","-4.43994"
"4721","Raven Rock","15.2","Hu","268","879","NH463604","","NH464606","157","111","","","","08/06/09 00:00:00","","20","437S","246300","860400","57.60731","-4.57413"
"4722","Cnoc Navie","15.2","Hu","240","787","NH661724","NH 66131 72453","NH647734","139","101","trig point: OS measurement","","","08/06/09 00:00:00","","21","438W","266130","872464","57.72192","-4.24924"
"4723","Hill of Fortrose","15.2","Hu","192","630","NH714573","NH 71494 57359","NH695580","90","102","trig point: OS measurement","","","08/06/09 00:00:00","","27","432","271493","857370","57.588","-4.15124"
"4724","Ord Hill","15.2","Hu","191","627","NH663491","","NH628493","57","134","","","","08/06/09 00:00:00","","26","416N 432","266300","849100","57.51226","-4.23348"
"4725","Maovally","16.1","Hu","302","991","NC306693","","NC311702","167","135","","","","08/06/09 00:00:00","","9","446","230600","969300","58.57857","-4.91523"
"4726","Beinn an Duibhe","16.1","Hu","220","722","NC349700","","NC333690","97","123","","","","08/06/09 00:00:00","","9","446","234900","970000","58.5865","-4.84189"
"4727","Dunan Mor","16.1","Hu","163","535","NC261740","NC 26103 74045","NC266730","47","116","trig point: OS measurement","","","08/06/09 00:00:00","","9","446","226102","974059","58.61947","-4.99613"
"4728","Sgor Fhionnaich","16.2","Hu","568","1864","NC563482","","NC564486","429","139","","","","08/06/09 00:00:00","","10","447S","256300","948200","58.3985","-4.46044"
"4729","Meall an Ceirileach","16.2","Hu","500","1640","NC419500","","NC420508","386","114","","","","08/06/09 00:00:00","","9","447S","241900","950000","58.40968","-4.70777"
"4730","Feinne-bheinn Bheag","16.2","Hu","441","1447","NC428477","","NC424478","338","103","","","","08/06/09 00:00:00","","9","447S","242800","947700","58.38937","-4.69081"
"4731","Cnoc a'Choilich","16.2","Hu","374","1227","NC375343","","NC374352","268","106","","","","08/06/09 00:00:00","","16","440N 445","237500","934300","58.26723","-4.77192"
"4732","Ben Arnaboll","16.2","Hu","230","755","NC459589","","NH458577","127","103","","","","08/06/09 00:00:00","","9","446 447N","245900","958900","58.49096","-4.64538"
"4733","Ben Heilam","16.2","Hu","178","584","NC469617","","NH464597","68","110","","","","08/06/09 00:00:00","","9","447N","246900","961700","58.51643","-4.63013"
"4734","Garbh Chnoc","16.2","Hu","177","581","NC570539","","NC563510","73","104","","","","08/06/09 00:00:00","","10","447N","257000","953900","58.44988","-4.45204"
"4735","Small Mount","16.3","Hu","535","1755","NC990286","NC 99089 28653","NC997238","427","108","quartz rock 10m SE of cairn","","Abney level","08/06/09 00:00:00","","17","444E","299089","928665","58.2351","-3.72024"
"4736","Cnoc an Eireannaich","16.3","Hu","517","1696","NC957276","NC 95718 27655","NC968276","395","122","trig point: OS measurement","","","08/06/09 00:00:00","","17","444E","295718","927667","58.22535","-3.77717"
"4737","Sal-vaich","16.3","Hu","412","1352","ND036260","","ND035266","309","103","","","","08/06/09 00:00:00","","17","444E","303600","926000","58.21218","-3.64234"
"4738","Meall a'Bhuirich","16.3","Hu","407","1335","NC839386","","NC832398","276","131","","","","08/06/09 00:00:00","","17","449S","283900","938600","58.32053","-3.98373"
"4739","Cnoc an Fhreiceadain [The Watch Hill]","16.3","Hu","307","1007","NC611594","NC 61122 59417","NC606583","207","100","trig point: OS measurement","","","08/06/09 00:00:00","","10","447N 448N","261121","959430","58.50083","-4.38485"
"4740","Pole Hill [Meall an Loch Ghlasail]","16.3","Hu","294","965","NC642412","NC 64211 41234","NC558400","175","119","trig point: OS measurement","","","08/06/09 00:00:00","","10","448S","264210","941247","58.33863","-4.32113"
"4741","Beinn nam Bad Mor","16.3","Hu","290","951","NC998550","NC 99850 55044","NC960456","176","114","trig point: OS measurement","","","08/06/09 00:00:00","","11","449N","299850","955057","58.4722","-3.71876"
"4742","Ben-a-chielt","16.3","Hu","287","942","ND193374","ND 19386 37404","NC180394","154","133","trig point: OS measurement","","","28/03/10 00:00:00","Alternative summit 287m at ND193377","11","450E 450W","319386","937416","58.31786","-3.37775"
"4743","Sletill Hill","16.3","Hu","280","919","NC929465","NC 92933 46516","NC934457","177","103","trig point: OS measurement","","","28/03/10 00:00:00","","11","449S","292933","946528","58.394","-3.8333"
"4744","Cnocan Conachreag","16.3","Hu","269","883","ND114367","ND 11414 36748","ND078376","166","103","trig point: OS measurement","","","08/06/09 00:00:00","","11 17","450W","311414","936760","58.31043","-3.51353"
"4745","Beinn Ruadh","16.3","Hu","254","833","NC844598","NC 84478 59849","NC847587","152","102","trig point: OS measurement","","","08/06/09 00:00:00","","10","449N","284478","959862","58.51153","-3.98458"
"4746","Ben Dorrery","16.3","Hu","244","801","ND062550","ND 06292 55036","ND061517","110","134","trig point: OS measurement","","","28/03/10 00:00:00","","11 12","451W","306292","955049","58.47356","-3.60837"
"4747","Dunnet Head","16.3","Hu","127","417","ND205764","","NC235724","26","101","","","","08/06/09 00:00:00","","7 12","451E","320500","976400","58.66808","-3.37233"
"4748","Meall a'Bhata","16.4","Hu","583","1913","NC635264","","NC655256","453","130","","","","08/06/09 00:00:00","","16","443","263500","926400","58.20517","-4.3245"
"4749","Beinn Smeorail","16.4","Hu","486","1594","NC862116","","NC871116","380","106","","","","08/06/09 00:00:00","","17","444W","286200","911600","58.07877","-3.93128"
"4750","Meallan Liath Mor","16.4","Hu","461","1512","NC659177","","NC651194","358","103","","","","08/06/09 00:00:00","","16","443","265900","917700","58.12783","-4.27869"
"4751","Cnoc na Breun-choille","16.4","Hu","365","1198","NC789245","","NC793230","244","121","","","","08/06/09 00:00:00","","17","444W","278900","924500","58.19262","-4.06166"
"4752","Cnoc Dubh Mor","16.4","Hu","340","1115","NH658927","","NH652933","236","104","","","","08/06/09 00:00:00","","21","441W","265800","892700","57.90344","-4.26615"
"4753","Cnoc a'Choire Bhuidhe","16.4","Hu","298","978","NH609956","","NH641949","172","126","","","","20/11/09 00:00:00","","21","441W","260900","895600","57.92796","-4.35045"
"4754","Beadaig","16.4","Hu","270","886","NC646370","","NC635362","158","112","","","","08/06/09 00:00:00","","16","448S","264600","937000","58.30064","-4.31198"
"4755","Borrobol Hill","16.4","Hu","263","863","NC872253","","NC872239","157","106","","","","08/06/09 00:00:00","","17","444W","287200","925300","58.20201","-3.92095"
"4756","Beinn Rosail","16.4","Hu","260","853","NC701405","","NC728438","158","102","","","","08/06/09 00:00:00","","10","448S","270100","940500","58.33371","-4.22019"
"4757","Migdale Rock","16.4","Hu","228","748","NH651909","","NH645918","104","124","","","","08/06/09 00:00:00","","21","438W 441W","265100","890900","57.88707","-4.27693"
"4758","A'Chraisg","16.4","Hu","186","610","NH660895","","NH617915","56","130","","","","08/06/09 00:00:00","","21","438W","266000","889500","57.87478","-4.26097"
"4759","Cnoc na Creige","16.5","Hu","593","1946","NC259289","","NC263281","465","128","","","","08/06/09 00:00:00","","15","442E","225900","928900","58.21435","-4.96533"
"4760","Beinn nan Cnaimhseag","16.5","Hu","570","1870","NC274177","","NC279177","459","111","","","","08/06/09 00:00:00","","15","442E","227400","917700","58.11448","-4.93154"
"4761","Meall na Leitreach","16.5","Hu","566","1857","NC341325","","NC346316","457","109","","","","08/06/09 00:00:00","","15","440N 442E 445","234100","932500","58.24981","-4.82851"
"4762","Beinn Aird da Loch","16.5","Hu","533","1749","NC281316","","NC290304","417","116","","","","08/06/09 00:00:00","","15","442E 445","228100","931600","58.23944","-4.92993"
"4763","Beinn Sgreamhaidh [Ben Screavie]","16.5","Hu","435","1427","NC441150","","NC444139","329","106","","","","28/03/10 00:00:00","","16","440N","244100","915000","58.09646","-4.64663"
"4764","Meall a'Bhuirich","16.5","Hu","422","1385","NC346128","","NC355124","314","108","","","","08/06/09 00:00:00","","15","440N 440S","234600","912800","58.07328","-4.80604"
"4765","Cnoc a'Choire","16.5","Hu","401","1316","NC503048","","NC475076","296","105","","","","08/06/09 00:00:00","","16","441W","250300","904800","58.00708","-4.53507"
"4766","Creag na h-Iolaire","16.5","Hu","357","1171","NC189280","","NC194279","257","100","","","","08/06/09 00:00:00","","15","442W","218900","928000","58.20346","-5.08359"
"4767","Cnoc Chaornaidh","16.5","Hu","285","935","NC307083","NC 30707 08378","NC301093","177","108","trig point: OS measurement","","","08/06/09 00:00:00","","15","440S","230705","908391","58.03225","-4.86881"
"4768","Cnoc an Dubharlainn","16.5","Hu","223","732","NC119281","","NC164271","102","121","","","","08/06/09 00:00:00","","15","442W","211900","928100","58.20143","-5.20258"
"4769","Cnoc Mhichie","16.5","Hu","208","682","NC171464","","NC183450","96","112","","","","08/06/09 00:00:00","","9","445","217100","946400","58.36773","-5.12871"
"4770","Sidhean Mor","16.5","Hu","161","528","NC017346","NC 01753 34588","NC041315","55","106","trig point: OS measurement","","","28/03/10 00:00:00","","15","442W","201751","934601","58.25527","-5.3805"
"4771","Sithean Mor","16.5","Hu","123","404","NC130482","NC 13065 48267","Sea","0","123","trig point: OS measurement","","","08/06/09 00:00:00","","9","445","213064","948280","58.38289","-5.19912"
"4772","Great Stac of Handa","16.5","Hu","107","351","NC134488","","Sea","0","107","","","","08/06/09 00:00:00","","9","445","213400","948800","58.38769","-5.1938"
"4773","Sidhean nan Ealachan","16.5","Hu","104","341","NC085348","","Sea","0","104","","","","08/06/09 00:00:00","","15","442W","208500","934800","58.26004","-5.26586"
"4774","Cnoc an Leathaid Bhig","16.6","Hu","378","1240","NC227142","","NC226156","258","120","","","","08/06/09 00:00:00","","15","439E 442E","222700","914200","58.08123","-5.00855"
"4775","Creag na h-Iolaire","16.6","Hu","230","755","NC146155","","NC150142","125","105","","","","08/06/09 00:00:00","Alternative summit 230m at NC143155","15","439E 442W","214600","915500","58.08957","-5.14672"
"4776","Meall Dearg","16.6","Hu","163","535","NB986107","","NB990106","54","109","","","","08/06/09 00:00:00","","15","439W","198600","910700","58.03955","-5.41349"
"4777","Meall Mor","16.6","Hu","124","407","NB989070","","Sea","0","124","","","","08/06/09 00:00:00","","15","439W","198900","907000","58.00652","-5.40526"
"4778","Isle Martin","16.6","Hu","123","404","NH089997","","Sea","0","123","","","","08/06/09 00:00:00","","19","439W","208900","899700","57.94547","-5.23043"
"4779","Creag a'Lain","17.1","Hu","609","1998","NG464586","NG 46419 58595","NG455612","495","114","rock 130m NNE of cairn","cairn is at NG 46340 58495","Abney level","08/06/09 00:00:00","","23","408","146415","858608","57.54622","-6.23981"
"4780","Stroc-bheinn","17.1","Hu","400","1312","NG454394","","NG452399","293","107","","","","08/06/09 00:00:00","","23 32","410","145400","839400","57.37359","-6.23673"
"4781","Beinn na Boineid","17.1","Hu","371","1217","NG238395","","NG234398","261","110","","","","08/06/09 00:00:00","","23","407","123800","839500","57.3619","-6.59488"
"4782","Suidh' a'Mhinn","17.1","Hu","357","1171","NG407688","","NG416680","224","133","","","","28/03/10 00:00:00","","23","408","140700","868800","57.63427","-6.34591"
"4783","Ben Corkeval","17.1","Hu","351","1152","NG185448","","NG191446","247","104","","","","08/06/09 00:00:00","","23","407","118500","844800","57.40611","-6.68876"
"4784","Cleat","17.1","Hu","336","1102","NG446669","","NG443668","216","120","","","","08/06/09 00:00:00","","23","408","144600","866900","57.61948","-6.27878"
"4785","Ben Skriaig","17.1","Hu","309","1014","NG165535","","NG160540","209","100","","","","08/06/09 00:00:00","","23","407","116500","853500","57.48275","-6.732"
"4786","Braon a'Mheallain","17.1","Hu","267","876","NG389404","","NG391418","146","121","","","","08/06/09 00:00:00","","23","410","138900","840400","57.37887","-6.34557"
"4787","Beinn na Creiche","17.1","Hu","264","866","NG201481","NG 20184 48185","NG208465","152","112","trig point: OS measurement","","","28/03/10 00:00:00","","23","407","120179","848198","57.43757","-6.66478"
"4788","Ben Horneval","17.1","Hu","264","866","NG283495","NG 28365 49535","NG295504","155","109","trig point: OS measurement","","","08/06/09 00:00:00","","23","407 410","128360","849548","57.45462","-6.53044"
"4789","The Hoe","17.1","Hu","231","758","NG164419","","NG176426","102","129","","","","08/06/09 00:00:00","","23","407","116400","841900","57.37884","-6.72024"
