Number,_Section,Name,Section,Region,Area,Metres,Feet,Map 1:50k,Map 1:25k,Grid ref,Col grid ref,Col height,Drop,10-figure grid ref,Feature,Observations,Survey,Date climbed,Classification,County,Revision,Comments,xcoord,ycoord,Latitude,Longitude,Streetmap,Get-a-map,Marilyn,SubMarilyn,Deleted Marilyn,Twin Marilyn,Munro,Munro Top,Deleted Munro Top,Corbett,Corbett Top of Munro,Corbett Top of Corbett,Deleted Corbett,Graham,Graham Top of Munro,Graham Top of Corbett,Graham Top of Graham,SubGraham,Donald,Donald Top,Deleted Donald Top,Murdo,SubMurdo,Hewitt,SubHewitt,Nuttall,Deleted Nuttall,Wainwright,Wainwright Outlying Fell,Buxton & Lewis,Dewey,Birkett,HuMP,Bridge,Trail 100,County Top - Historic,County Top - Administrative,County Top - Current County and Unitary Authority,County Top - London Borough
3901,1.1,Garrow Hill,1A,Loch Tay to Perth,,737,2418,52,379W,NN811378,,694,43,,,,,,GTC,,8-Jun-09,,281100,737800,56.51722,-3.93403,"http://www.streetmap.co.uk/newmap.srf?x=281100&y=737800&z=3&sv=281100,737800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN811378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,1.1,A'Chairidh,1A,Loch Tay to Perth,,730,2395,"51,52",379W,NN794314,,658,72,,,,,,GTC,,8-Jun-09,,279400,731400,56.45933,-3.95868,"http://www.streetmap.co.uk/newmap.srf?x=279400&y=731400&z=3&sv=279400,731400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN794314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,1.1,Beinn Bhreac,1A,Loch Tay to Perth,,716,2349,"51,52",378E,NN733402,,616,100,NN 73340 40259,trig point: OS measurement,,,,"GTC,Hu",,8-Jun-09,,273338,740267,56.53727,-4.06126,"http://www.streetmap.co.uk/newmap.srf?x=273338&y=740267&z=3&sv=273338,740267&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN733402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3904,1.1,Beinn Leabhainn,1A,Loch Tay to Perth,,709,2326,51,365N,NN576283,,668,41,,,,,,GTG,,8-Jun-09,,257600,728300,56.42541,-4.31046,"http://www.streetmap.co.uk/newmap.srf?x=257600&y=728300&z=3&sv=257600,728300&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN576283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,1.1,Meall Mor,1A,Loch Tay to Perth,,704,2310,52,379W,NN849348,,615,89,,,,,,GTG,,8-Jun-09,,284900,734800,56.49123,-3.87098,"http://www.streetmap.co.uk/newmap.srf?x=284900&y=734800&z=3&sv=284900,734800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN849348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,1.1,Meall Dubh,1A,Loch Tay to Perth,,698,2290,52,368E 379W,NN864305,,639,59,,,,,,GTC,,8-Jun-09,,286400,730500,56.45298,-3.84476,"http://www.streetmap.co.uk/newmap.srf?x=286400&y=730500&z=3&sv=286400,730500&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN864305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,1.1,Creag an Sgliata [Sron na h'Iolaire],1A,Loch Tay to Perth,,697,2287,"51,52",378E 379W,NN769398,,594,103,,,,,,"GTC,Hu",,8-Jun-09,,276900,739800,56.5341,-4.0032,"http://www.streetmap.co.uk/newmap.srf?x=276900&y=739800&z=3&sv=276900,739800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN769398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3908,1.1,Meall Daimh,1A,Loch Tay to Perth,,693,2274,51,368W 378E,NN664306,,635,58,,,,,,GTG,,8-Jun-09,,266400,730600,56.44864,-4.16907,"http://www.streetmap.co.uk/newmap.srf?x=266400&y=730600&z=3&sv=266400,730600&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN664306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3909,1.1,Creag Grianain,1A,Loch Tay to Perth,,683,2241,52,379W,NN842351,,637,46,,,,,,GTG,,8-Jun-09,,284200,735100,56.49375,-3.88248,"http://www.streetmap.co.uk/newmap.srf?x=284200&y=735100&z=3&sv=284200,735100&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN842351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910,1.1,Ruadh Mheall,1A,Loch Tay to Perth,,682,2238,51,378E,NN676314,,567,115,,,,,,"GTG,Hu",,8-Jun-09,,267600,731400,56.45616,-4.15003,"http://www.streetmap.co.uk/newmap.srf?x=267600&y=731400&z=3&sv=267600,731400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN676314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3911,1.1,Tullich Hill,1A,Loch Tay to Perth,,682,2238,"51,52",378E,NN704366,,626,56,,,,,,GTC,,8-Jun-09,,270400,736600,56.50362,-4.10721,"http://www.streetmap.co.uk/newmap.srf?x=270400&y=736600&z=3&sv=270400,736600&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN704366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912,1.1,Meall Reamhar,1A,Loch Tay to Perth,,667,2188,52,379W,NN876326,,608,59,NN 87678 32602,trig point: OS measurement,,,,GTG,,8-Jun-09,,287676,732610,56.47217,-3.82494,"http://www.streetmap.co.uk/newmap.srf?x=287676&y=732610&z=3&sv=287676,732610&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN876326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,1.1,Meall a'Choire Chreagaich,1A,Loch Tay to Perth,,665,2182,"51,52",379W,NN792418,,538,127,NN 79295 41818,trig point: OS measurement,,,,"GTC,Hu",,8-Jun-09,,279293,741826,56.55284,-3.96522,"http://www.streetmap.co.uk/newmap.srf?x=279293&y=741826&z=3&sv=279293,741826&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN792418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3914,1.1,Creag an Loch,1A,Loch Tay to Perth,,663,2175,52,379W,NN878407,,601,62,,,,,,GTG,,8-Jun-09,,287800,740700,56.54491,-3.82646,"http://www.streetmap.co.uk/newmap.srf?x=287800&y=740700&z=3&sv=287800,740700&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN878407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915,1.1,Meall na Cloiche,1A,Loch Tay to Perth,,663,2175,51,365N,NN590277,,602,61,,,,,,GTG,,8-Jun-09,,259000,727700,56.42045,-4.28746,"http://www.streetmap.co.uk/newmap.srf?x=259000&y=727700&z=3&sv=259000,727700&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN590277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3916,1.1,Creag Each West Top,1A,Loch Tay to Perth,,659,2162,51,365N 368W,NN647264,,625,34,,,,,,GTG,,8-Jun-09,,264700,726400,56.41045,-4.19446,"http://www.streetmap.co.uk/newmap.srf?x=264700&y=726400&z=3&sv=264700,726400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN647264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,1.1,Meall Tarsuinn,1A,Loch Tay to Perth,,648,2126,"52,58",368E 379W,NN877297,,583,65,NN 87743 29765,trig point: OS measurement,,,,GTC,,8-Jun-09,,287741,729772,56.44671,-3.82267,"http://www.streetmap.co.uk/newmap.srf?x=287741&y=729772&z=3&sv=287741,729772&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN877297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3918,1.1,Meall Dearg point 637m,1A,Loch Tay to Perth,,637,2090,52,379W,NN868420,,603,34,,,,,,GTG,,8-Jun-09,,286800,742000,56.55634,-3.84328,"http://www.streetmap.co.uk/newmap.srf?x=286800&y=742000&z=3&sv=286800,742000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN868420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,1.1,Tir Eilde [Meall Dun Dhomhnuill],1A,Loch Tay to Perth,,631,2070,52,379W,NN830420,NN819419,531,100,,,,,,"GTC,Hu",,20-Nov-09,Hill name spelling corrected,283000,742000,56.55541,-3.90507,"http://www.streetmap.co.uk/newmap.srf?x=283000&y=742000&z=3&sv=283000,742000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN830420,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3920,1.1,Meall Odhar,1A,Loch Tay to Perth,,628,2060,51,378E,NN639322,,574,54,,,,,,GTG,,8-Jun-09,,263900,732200,56.46229,-4.21043,"http://www.streetmap.co.uk/newmap.srf?x=263900&y=732200&z=3&sv=263900,732200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN639322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3921,1.1,Meall Odhar,1A,Loch Tay to Perth,,623,2044,52,379W,NN855425,,585,38,,,,,,GTG,,8-Jun-09,,285500,742500,56.56052,-3.86464,"http://www.streetmap.co.uk/newmap.srf?x=285500&y=742500&z=3&sv=285500,742500&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN855425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3922,1.1,Cul na Creige,1A,Loch Tay to Perth,,620,2034,51,365N 368W,NN620298,,546,74,,,,,,GTG,,8-Jun-09,,262000,729800,56.44019,-4.23997,"http://www.streetmap.co.uk/newmap.srf?x=262000&y=729800&z=3&sv=262000,729800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN620298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3923,1.1,Creag Choille,1A,Loch Tay to Perth,,619,2031,52,379W,NN855409,,565,54,,,,,,GTG,,8-Jun-09,,285500,740900,56.54615,-3.86393,"http://www.streetmap.co.uk/newmap.srf?x=285500&y=740900&z=3&sv=285500,740900&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN855409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3924,1.1,Creag Odhar,1A,Loch Tay to Perth,,619,2031,51,368W,NN693272,,557,62,,,,,,GTG,,8-Jun-09,,269300,727200,56.41892,-4.12036,"http://www.streetmap.co.uk/newmap.srf?x=269300&y=727200&z=3&sv=269300,727200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN693272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,1.1,Creag Ruadh point 619m,1A,Loch Tay to Perth,,619,2031,"51,52",368W,NN709272,,575,44,,,,,,GTG,,8-Jun-09,,270900,727200,56.41937,-4.09444,"http://www.streetmap.co.uk/newmap.srf?x=270900&y=727200&z=3&sv=270900,727200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN709272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3926,1.1,The Scurran,1A,Loch Tay to Perth,,619,2031,52,368E 379W,NN885305,,505,114,,,,,,"GTC,Hu",,8-Jun-09,,288500,730500,56.45349,-3.81071,"http://www.streetmap.co.uk/newmap.srf?x=288500&y=730500&z=3&sv=288500,730500&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN885305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3927,1.1,Am Bacan,1A,Loch Tay to Perth,,612,2008,51,365N,NN607294,,552,60,,,,,,GTG,,8-Jun-09,,260700,729400,56.43621,-4.26083,"http://www.streetmap.co.uk/newmap.srf?x=260700&y=729400&z=3&sv=260700,729400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN607294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,1.1,Meall nam Fiadh,1A,Loch Tay to Perth,,612,2008,51,368W,NN696274,,578,34,,,,,,GTG,,8-Jun-09,,269600,727400,56.4208,-4.1156,"http://www.streetmap.co.uk/newmap.srf?x=269600&y=727400&z=3&sv=269600,727400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN696274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929,1.1,Creag Ghorm,1A,Loch Tay to Perth,,611,2005,52,379W,NN925346,,581,30,,,,,,GTG,,8-Jun-09,,292500,734600,56.49123,-3.74753,"http://www.streetmap.co.uk/newmap.srf?x=292500&y=734600&z=3&sv=292500,734600&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN925346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930,1.2,Leacann Amarach,1B,Strathyre to Strathallan,,755,2477,57,365N 368W,NN615164,NN616167,725,30,,,,,,GTM,,20-Nov-09,Col grid ref updated,261500,716400,56.31974,-4.241,"http://www.streetmap.co.uk/newmap.srf?x=261500&y=716400&z=3&sv=261500,716400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN615164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3931,1.2,Stob Chalum Mhic Griogair,1B,Strathyre to Strathallan,,742,2434,57,368W,NN659189,,678,64,,,,,,GTC,,8-Jun-09,,265900,718900,56.34345,-4.17119,"http://www.streetmap.co.uk/newmap.srf?x=265900&y=718900&z=3&sv=265900,718900&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN659189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,1.2,Ben Our,1B,Strathyre to Strathallan,,740,2428,"51,57",365N 368W,NN616208,NN618196,651,89,,,,,,GTM,,20-Nov-09,Col grid ref updated,261600,720800,56.35927,-4.2417,"http://www.streetmap.co.uk/newmap.srf?x=261600&y=720800&z=3&sv=261600,720800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN616208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3933,1.2,Beinn Dhomhnuill,1B,Strathyre to Strathallan,,739,2425,57,365N 368W,NN644198,,671,68,,,,,,GTC,,8-Jun-09,,264400,719800,56.35111,-4.1959,"http://www.streetmap.co.uk/newmap.srf?x=264400&y=719800&z=3&sv=264400,719800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN644198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,1.2,Stuc a'Chroin West Top,1B,Strathyre to Strathallan,,735,2411,57,365N,NN604169,NN605171,666,69,,,,,,GTM,,20-Nov-09,Col grid ref updated,260400,716900,56.32391,-4.25904,"http://www.streetmap.co.uk/newmap.srf?x=260400&y=716900&z=3&sv=260400,716900&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN604169,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3935,1.2,Creagan nan Gabhar,1B,Strathyre to Strathallan,,725,2379,"51,57",365N 368W,NN615200,NN615203,685,40,,,,,,GTM,,20-Nov-09,Col grid ref updated,261500,720000,56.35206,-4.2429,"http://www.streetmap.co.uk/newmap.srf?x=261500&y=720000&z=3&sv=261500,720000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN615200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,1.2,Meall na Fearna West Top,1B,Strathyre to Strathallan,,717,2352,57,365N 368W,NN643191,,678,39,,,,,,GTC,,8-Jun-09,,264300,719100,56.34479,-4.19716,"http://www.streetmap.co.uk/newmap.srf?x=264300&y=719100&z=3&sv=264300,719100&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN643191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3937,1.2,Stuc na Cabaig,1B,Strathyre to Strathallan,,705,2313,57,368W,NN685190,NN689194,634,71,,,,,,GTG,,8-Jun-09,,268500,719000,56.34508,-4.12921,"http://www.streetmap.co.uk/newmap.srf?x=268500&y=719000&z=3&sv=268500,719000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN685190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3938,1.2,Meall na Fearna point 701m,1B,Strathyre to Strathallan,,701,2300,57,368W,NN662184,,667,34,,,,,,GTC,,8-Jun-09,,266200,718400,56.33905,-4.16609,"http://www.streetmap.co.uk/newmap.srf?x=266200&y=718400&z=3&sv=266200,718400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN662184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3939,1.2,Beinn Each point 694m,1B,Strathyre to Strathallan,,694,2277,57,365N 368W,NN617146,,659,35,,,,,,GTC,,8-Jun-09,,261700,714600,56.30364,-4.23682,"http://www.streetmap.co.uk/newmap.srf?x=261700&y=714600&z=3&sv=261700,714600&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN617146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,1.2,Black Craig,1B,Strathyre to Strathallan,,692,2270,"51,57",368W,NN651210,,638,54,,,,,,GTC,,8-Jun-09,,265100,721000,56.36208,-4.1852,"http://www.streetmap.co.uk/newmap.srf?x=265100&y=721000&z=3&sv=265100,721000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN651210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,1.2,Creagan an Lochain,1B,Strathyre to Strathallan,,685,2247,"51,57",365N 368W,NN646207,,646,39,,,,,,GTC,,8-Jun-09,,264600,720700,56.35924,-4.19313,"http://www.streetmap.co.uk/newmap.srf?x=264600&y=720700&z=3&sv=264600,720700&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN646207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,1.2,Meall nan Saighdearan,1B,Strathyre to Strathallan,,681,2234,"51,57",368W,NN672212,NN656211,552,129,,,,,,"GTC,Hu",,8-Jun-09,,267200,721200,56.36447,-4.15134,"http://www.streetmap.co.uk/newmap.srf?x=267200&y=721200&z=3&sv=267200,721200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN672212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3943,1.2,Meall Reamhar,1B,Strathyre to Strathallan,,662,2172,"51,57",368W,NN663210,NN666210,609,53,,,,,,GTC,,8-Jun-09,,266300,721000,56.36242,-4.16579,"http://www.streetmap.co.uk/newmap.srf?x=266300&y=721000&z=3&sv=266300,721000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN663210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,1.2,Beinn Fuath,1B,Strathyre to Strathallan,,661,2169,"51,57",368W,NN691218,,589,72,,,,,,GTC,,8-Jun-09,,269100,721800,56.37039,-4.1209,"http://www.streetmap.co.uk/newmap.srf?x=269100&y=721800&z=3&sv=269100,721800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN691218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,1.2,Meall Odhar,1B,Strathyre to Strathallan,,646,2119,57,365N 368W,NN645149,NN641155,573,73,,,,,,GTM,,20-Nov-09,Col grid ref updated,264500,714900,56.30714,-4.19176,"http://www.streetmap.co.uk/newmap.srf?x=264500&y=714900&z=3&sv=264500,714900&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN645149,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,1.2,Leacan Dubha,1B,Strathyre to Strathallan,,642,2106,"51,57",368W,NN681215,,601,41,,,,,,GTC,,8-Jun-09,,268100,721500,56.36742,-4.13693,"http://www.streetmap.co.uk/newmap.srf?x=268100&y=721500&z=3&sv=268100,721500&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN681215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
